text;sentiment
yang gakuat sekolah online ayo mari berkumpul;negative
sekolah online gue kelar nya jam guru bio gue ngasih tugas lagi jam gue baru aja rebahan habis ngerjain tugas yang tadi malah dikasih lagi ;netral
 indihome tiap jam sekolah online mati aja gapapa;netral
indihome bermasalah kayaknya di grup wa tetangga pada ribut ada yang lagi tengah meeting sama anaknya lagi sekolah online pada keputus semuanya ;netral
punten inimah ade gue lagi pada kuliah sama sekolah kelas online ini kenapa error ajg ;netral
blm diajarin materi nya trs langsung kuis ya allah derita sekolah online ;negative
indihome ini mutual gua pada marah marah sama gua juga si plis jangan resek dulu ini masih ada sekolah online ;netral
 hallo kenapa deh anak anak lagi sekolah online internetnya mate capedeh ;netral
 tolong internet di rumah saya mati alamat jl gatot subroto cilacap tengah lagi dipake anak sekolah online tolong di nyalakan lg;netral
indihome ngakak ribut anjir gue lagi sekolah online dia malah error ;netral
 adek yg gak sekolah online gua yg dimarahin jingan;netral
 keren ya wifi gangguan se dunia lagi sekolah online ataupun kerja online dari siswa yg tidak suka sekolah terima kasih ;netral
anjir gamau gua gamau tp gasuka juga sekolah online mulu woy ;negative
 cem dm min buat sekolah online adik saya nihhh;netral
ini ngajak ribut apa gimana masih jam kerja lagi pada sekolah online loh ;netral
 kan sekolah online adek gue yg namanya salim itu bolos malah tidur ;netral
 sepertinya ada gangguan masal area bintaro mohon segera diperbaiki ada sekolah online dan pekerjaan terganggu terimakasih;netral
internet kenapa lagi sih su los gini orang mau kerja sama sekolah online jadi ribet;netral
indihome km jahat sm kami para murid sekolah online ;netral
wfh atau sekolah online klo internet ga ada yg becus ya sama aja ;netral
mari kita semangat sekolah online bersama bapak kim ;positive
gua selama pjj belajar otodidak alias mending gausa ada sekolah online aja soalnya malah nambah pikiran sama tugasnya yg abakadabra ;negative
jangan paksa anak tk buat sekolah online saya tidak setuju ;negative
lagi sekolah online lu kenape pending kagak ade perubahan ye lu gue lapor bolak balik gini mulu perasaan ;netral
indihome ada aja lagi pada sekolah online malah mati internetnya ;netral
 bener banget yang bikin kita ngak kuat sekolah online itu guru gurunya yang ngasih tugasnya gak mikir mikir dulu penjelasannya cuman sedikit tapi tugasnya bejibunmalahan ad yang tenggatnya sebentar ada guruku ngasih tugasnya malam jam terus tenggatnya paginya jam ;negative
woy indihome ade saya lagi sekolah online koneksi tiba tiba no internet acces jangan nyuruh resta modem udah di resta berapa kali masih tetep ;netral
 untung sekolah online ku lgi gakada tugas jdi ke kelas teori dlu makasih bu ;netral
 plis lg sekolah online jgn eror dulu ;netral
 internet saya mati nih gabisa akses apapun kenapatuuh tolong di cek dong adik saya lg sekolah online;netral
aku capek sekolah online demi apapun ini sampe kapan ;negative
 min lg sekolah online kebiasan bgt ela kesel;netral
 muridnya siapa ini ya allah ;netral
tolong dong adek gue lagi sekolah online jaringannya malah gangguan ;netral
 internet dimatiin tbtb tuh kenapa ya hehehe kesel deh lg kuliah sekolah semua online ttp bayar tp dimatiin gini parahsi hahahaha;netral
 sekolah online;netral
 kita juga masih ada waktu buat istirahat yang sekolah online juga bisa bagi waktu buat vote dan sekolah online gini aja sebelum kamu ngingetin kita coba koreksi diri kamu sendiri ketikanmu aja udah kurang ajar pake bilang gak pernah denger perjuangan army twt buat vote ;netral
 kesel bgt anjir ni adek w jg sekolah online setengah kelasnya auto log ortut semua gara indijib gabisa;netral
 butuh banget nih mbak buat sekolah online;netral
kapan sekolah online berhenti ;negative
 masih sekolah online padahal ya allah;netral
 muridnya siapa ini ya allah ;netral
 bulan kagak sekolah prakerin libur corona chan online school sekalinya ke sekolah cuma jam pake ginian juga template semoga corona cepet ilang anjing tkj tkjindonesia smk smkbisa smkbisasmkhebat ;netral
sekolah online hambatannya tuh kalo ga kuota habis sama wifi gangguan ya mati lampu ajg ini pln becanda kali ya mati lampu pas hari sekolah;netral
kok sekolah online gw santai bgt yagw liat sekolah org tugas banyak pelajaran numpuk ulangan lagi ternyata ada juga yg dibanggain di sklh gw;positive
sekolah online ini ya nerbenrerr bikin emosi ;negative
 semangat yaaa emang ga enak sih sekolah online apa dirangkum padahal kalo ngerangkum ga mesti nyantol juga;negative
 alias benci bgt sekolah online;negative
 kuotaa buat sekolah online wish me luck ;netral
 ini malah laper abis ngajar online mana hujan di sekolah ;netral
capek bgt sekolah online tidur ga beraturan mau istirahat ada tugas tambahan ujung ujung ny sakit minta kerokan;negative
semenjak sekolah online kayanya gua makin jadi bego;negative
 sabar ya a tapi emg sekolah online tu engga bangetttt ;negative
 bismillahirrahmanirrahim kak elina saya ikut ya kak rejeki ga kemana kalo saya dapet hp ini saya mau kasih ke adik perempuan saya yg butuh sekali hp buat sekolah online terimakasih ;netral
sebagai guysnya alcide aku selalu nyimak kegiatan sekolah online al melalui igs macha pagi ini lawak sekali guys wqwqwqwq ;netral
masa situs belajar online buat anak sekolah ada gambar porno sex nya sih hikz kesel boleh gak cc ;negative
selama sekolah online gak pernah jamkos selalu ada tugas padahal kalo sekolah langsung minggu penjelasan minggu kasih tugas ;netral
 bravo ansor terharu lihat aksi mulia ansor utk berpaisipasi mengatasi masalah wifi yg diperlukan siswa utk bisa ;netral
 aaa bener semenjak sekolah online ga ada pemasukan;negative
jujur dri lubuk hati yg paling dlem yg pling tengah yg pling inti yg pling dlem pokoknya gua dah muak bgt sama sekolah online ;negative
 online sih cuma hari kemaren masuk dulu buat percobaan sekolah new normal katanya;netral
jadi pemimpin kudu begini itu para so called public figure yg percaya menyebarkan kalau covid adalah teori konspirasi mending berhenti ngebacot jd relawan minimal bagi wifi gratis deh buat anak yg pd ga bs sekolah online drpd bikin gaduh ;netral
;
 oalah okee semangat sekolah online nya sampe jam berapa ;netral
 sekolah online make my punggung sakit;negative
 adek traction jangan lupa sekolah online nya ya tapi welovesso dulu baru daring wkwkw;netral
kok ada ya yg bilang sekolah online siswanya cuma absen abis tu tidur adekku lho dari jam pagi sampe jam siang madep laptop walau gak tiap saat video conference tp tetep kerjain tugas dr gurunya online chatting di web belajar;netral
 goood morning orang cantikk handwritingnya jg cantik anw pake pulpen apa ini bi hiks aku lagi nyari pulpen buat persiapan back to school walaupun sekolah online siii ;netral
 sekolah online alasanya biar ngk d bully sama temen sekelas ;netral
 sekolah offline aja belum tentu mandi yakali online mandi ;netral
sekolah online make me stress ;negative
 sekolah online jam istirahat mandi;netral
 padahal gue lagi semangat sekolah online anjr;positive
pagi saat nya sekolah online ;netral
dear kenapa mesti mati lampu di saat jam sekolah online sih sekolah tergantung dgn jaringan wifi dan laptop harus nyolok listrik ;netral
haai moots apa kabar semuanyaa aku pengen ngabarin ajaa kalau kayaknya aku bakalan rest dulu sebentar sekolah online is thortugh for me lately ditambah tugas tugasnya anjrit banyak bgt kalian semua semangat teruss yaa jaga kesehatan jugaa see yortu next time moots ;netral
para siswa belajar online gedung sekolah ini malah penuh dengan ribuan jangkrik ;netral
mau curhat uhuhuu jadi kan aku sama temen temenku beli buku di online soalnya lebih murah gitu tapi sekolahku emang jual bukunya lebih mahal ribuan lebih terus masa sekelas diomelin katanya gak suppo keuangan sekolah d;netral
sekolah online gk seru;negative
;
 siswa setingkat smp menggunakan fasilitas gratis wifi smaphone laptop apd utk mengerjakan tugas sekolah di rumah belaj ;positive
kalian selama online school zoomnya kek gmn sii ak kepo deh soalnya sekolah ak zoom nonstop dr jam kaya sekolah biasa gt;netral
harusya kelas gue ngambis eh giliran sekolah online jadi males ngambis amjinc pengennya rebahan mulu ;negative
mau nangis sekolah online hari ini aku sial terus kimak anjeng tolong doain gw ga sial lg anjing ;negative
sekolah online ga pinter tapi sekolah offline biar pinter males siapa aku;netral
 bad yortu too lgi sekolah online sha ;netral
nanti kalo ada plakat mengenai sekolah online tinggal kucopy paste aja sambatan ku ini ide bagusss;netral
sesak pupup ketika keponakan mau sekolah online itu rasanya dilema soalnya dia pake hapeku dan ga mgkn dia sekolah akunya ga ada masih kelas sd ;netral
yaudalah ayo sekolah tatap muka aja dikasi online w tidur muluuu bangsat kenapa sih bolos trs ;negative
 jalankan sekolah online offline juga kalo emng kitanya gamau ya gabakal bisa;positive
 bener banget sekolah online lebih menyiksa ;negative
sekolah offline jam istirahat jajan ke kantin sekolah online jam istirahat cuci piring;netral
 i miss yortu so bad jung hoseok wish me luck mau pulsa buat sekolah online semoga rezeki dan makasih buat ganya kak borahae semoga rezekinya lancar and and berkah amiin wish me luck ;netral
 mau sekolah online ajaa nilai gue naikk soalnyaa huhuhu;positive
 kumpulan memes selama sekolah online ;netral
ngasih tugas tengah malam ditanya nggak dijawab dimarahin kalo nggak paham soal nilai dikurangin kalo lambat ngumpul kyknya sekolah online harus bikin peraturan tdkboleh ada kbm lewat jam belajar apalagi sampai ngezoom dan kasih tugas malam ;negative
 aku mandinya kalo udah selesai sekolah online ;netral
sekolah gua lomba online anjrott ;netral
para siswa belajar online gedung sekolah ini malah penuh dengan ribuan jangkrik rancahpost ;netral
coba aja kalo gaada sekolah online udah gue ceramahin beneran;netral
sekolah online hati hati mata anak anda yang sering menggunakan gawai gayahidup gadget mata sekolahonline ;netral
uda mles bgt ama sekolah online;negative
 sekolah online tidak akan diadakan lagi ;netral
sekolah gue ada an online gilaa;netral
 pembelajaran jarak jauh sekolah online ;netral
;
sekolah online otak offline ;netral
kemaren mau buka sekolah offline pada teriak gamau berangkatin anak gara masih pandemi sekarang online school tetep teriak ga efektif serba salah ;netral
sekolah online membuatku makin malas ngerjain tugas ;negative
 capek sekolah online di depan guru aku senyum aslinya gedek pengen cepet lulus ;negative
ngerasa alhamdulillah dan beruntung karena sekolah di thailand udah gak ada online class lagi dan satu persatu sekolah udah boleh full day school yang sebelumnya dibagi jadi pagi siang dan selang hari;netral
 mau sekolah kampus kamu di pensi in cek kuyz guyz ;netral
 sekolah online ;netral
hai ini bot bot cman mau bilang haedinaa lagi ga online mungkin dia lagi sibuk sekolah belajar tidur de el el tengkyu d bot;netral
 hoi gue stress sekolah online;negative
 andai kemkominfo sekarang bisa mengaktifkan kembali ide ini sebagian masalah sekolah online bisa terselesaikan ya pak ;positive
selamat pagi sobat zenius sarapan dulu sebelum sekolah online biar pelajarannya ga cuma numpang lewat ;netral
gara gara sekolah online guruku jadi gk punya jam dong masa ngasih tugas jam malem;negative
 w selama sekolah dr smp sampe sma selalu ijin sehari dua hari tiap awal period sampe diingetin guru kalo w kebanyakan ijin ya gimana ya maap gabisa bangun bangun cuma buat muntah itupun sakit bgt masih bingung gimana kuliah w besok wkwk skrng sih online masih bisa lah join ;netral
mau webinar tugas mtk belum selese mau diajak mbak pergi sekolah selesainya jam masih ekstra bahasa inggris online sampai jam setengah ;netral
listriknya nyalaeh wifinya eror padahal waktunya sekolah online hadeh ;netral
awali pagimu dgn sekolah online;netral
hoi gue stress sekolah online;negative
pa itu sekolah online kt streaming trus xixiixi ;netral
gua minta tolong banget nihh spa yg gak ad keperluan diluar tolong didalem rumah aja yang ad keentingan diluar tolong pake masker gua udh capek banget sekolah online tolong pinter kaga miskin iya mana gobloknya nambah lagi ;negative
kami sedang mengalang dana untuk membeli android untuk belajar online dari rumah anak binaan kami tidak semuanya orangtua punya android kami menyediakan wifi gratis untuk anak binaan sekolah yuk berdonasi segera untuk android ;positive
adek traction jangan lupa sekolah online nya ya tapi welovesso dulu baru daring wkwkw;netral
gue sekolah offline aja udah stress apalagi sekolah online ajg;negative
udah muak sama sekolah online tapi sekolah offline juga gamau;negative
ekspetasi sekolah online uang bulanan bisa ngirit karna ga perlu jajan makan dll realita abis buat beli skincare;negative
akhirnya ada guru yang mau dengerin curhatan anakmutisnya ttg sekolah online ;positive
 emang laptopnya christy gk kuat buat sekolah online yos ;netral
gimana nih sekolah online nya masih semangat ;netral
udah hari ini terlambat terus sekolah online dengan alasan classic tidak ada sinyal;netral
 jujur gue sm sekar udh cape bgt nemenin ade kita sekolah online karna bener menguras tenaga dan sabar kita udh abis bgt;negative
dulu masih ingat awal awal online shop pas smp dan masuk sma gila bener bener capek pas awal sma malah pulang sekolah langsung nongkrong di jne wkwk kalo di ingat ingat buku jarang ku sentuh pr ya paling subuh di kerjainnya wkwk ;netral
 alias gue capek sekolah online fuc ;negative
pak dan pak mungkin bisa menjelaskan mengapa proyek mobil internet ini mangkrak jika tidak mangkrak harusnya proyek ini sangat bermanfaat untuk proses belejar mengajar anak sekolah saat pandemi covid sekarang ;netral
 hai juga kakk iya kita beda tahun kak ook sip gapapa iya aku masih sekolah online kak;netral
sekolah pasar modal online level l basic rabu pukul wib melalui aplikasi microsoft teams jadi bisa diakses dari rumah dengan gadget kamu buruan daftarkan diri kamu ke nomor dengan format nama_asal kampus fakultas_no hp_email ;netral
